Units,Timepoint,1.0: Food & Live Animals,1.1: Beverages & Tobacco,1.2: Crude Materials (Excl Fuels),"1.3: Mineral Fuels, Lubricants & Related Materials",1.4: Animal & Vegetable Oils Fats & Waxes,1.5: Chemicals & Chemical Products,1.6: Manufactured Goods,1.7: Machinery & Transport Equipment,1.8: Miscellaneous Manufactured Articles,1: Singapore Manufactured Products Price Index - Overall Items,2: Non-Oil Singapore Manufactured Products Price Index
Index,2003-09-30,77.466,87.85,24.926,55.443,75.488,91.34,84.813,160.312,108.758,106.028,128.766
Index,2003-10-31,77.171,87.867,25.134,55.873,75.843,90.235,84.512,158.56,108.812,105.307,127.559
Index,2003-11-30,77.141,87.367,25.176,56.473,77.781,90.358,84.958,161.605,108.579,106.689,129.288
Index,2003-12-31,76.852,87.892,25.021,57.99,79.205,91.984,84.927,160.715,108.747,107.011,129.124
Index,2004-01-31,78.241,88.349,25.2,61.542,79.772,93.869,85.892,159.661,108.683,107.984,129.061
Index,2004-02-29,78.599,88.288,25.788,60.762,79.728,97.69,89.002,161.662,108.769,109.29,131.247
Index,2004-03-31,78.717,91.327,26.315,60.886,80.123,99.174,90.66,160.686,108.717,109.306,131.218
Index,2004-04-30,78.519,90.862,26.569,61.66,82.159,100.505,91.521,156.576,108.489,108.179,129.288
Index,2004-05-31,78.838,91.264,25.458,67.793,82.123,101.296,91.395,157.428,108.302,110.35,129.877
Index,2004-06-30,78.984,90.893,24.925,67.102,80.907,104.215,91.077,157.79,109.011,110.693,130.65
Index,2004-07-31,79.965,90.627,25.345,68.125,79.987,106.524,91.236,158.125,108.952,111.45,131.314
Index,2004-08-31,79.4,90.328,25.828,74.611,79.188,112.845,91.743,158.675,108.741,114.375,132.833
Index,2004-09-30,80.063,89.863,25.84,76.375,78.977,120.345,92.02,157.656,109.296,115.557,133.798
Index,2004-10-31,80.606,90.302,26.284,81.836,78.131,123.157,92.196,155.787,108.75,116.777,133.302
Index,2004-11-30,80.547,89.679,26.24,79.233,77.207,124.134,92.128,156.196,108.457,116.282,133.664
Index,2004-12-31,80.756,89.851,26.233,71.553,76.478,120.489,91.955,155.432,108.51,113.293,132.54
Index,2005-01-31,79.673,90.19,26.757,72.23,76.639,112.461,92.023,153.774,107.847,111.725,130.024
Index,2005-02-28,79.29,90.128,26.599,74.369,75.647,113.877,92.258,154.748,107.747,112.898,130.824
Index,2005-03-31,79.242,95.117,26.583,88.272,75.536,119.166,92.245,153.053,107.717,116.98,130.953
Index,2005-04-30,79.259,96.063,26.976,93.86,75.937,121.542,92.718,152.963,108.674,118.975,131.513
Index,2005-05-31,79.61,95.346,26.939,89.612,76.265,116.246,92.946,153.78,107.894,117.336,130.912
Index,2005-06-30,79.444,96.046,26.663,94.703,76.57,110.948,93.359,153.542,107.872,118.03,129.817
Index,2005-07-31,79.732,96.48,26.84,95.604,75.887,113.538,92.949,154.868,108.043,119.132,131.023
Index,2005-08-31,79.41,96.403,26.841,100.593,76.417,115.21,92.866,154.355,108.345,120.597,131.069
Index,2005-09-30,79.864,96.178,27.4,109.88,76.279,118.784,93.114,153.526,108.729,123.476,131.374
Index,2005-10-31,79.911,96.187,27.69,105.849,76.064,121.226,93.126,152.438,108.383,122.208,131.216
Index,2005-11-30,79.976,96.173,27.979,97.227,76.407,118.216,93.184,152.206,109.356,119.314,130.615
Index,2005-12-31,79.689,96.391,28.198,98.504,75.274,114.221,93.313,152.009,109.367,119.076,129.752
Index,2006-01-31,79.264,96.77,30.216,103.055,74.695,121.2,94.356,154.917,109.297,122.259,132.16
Index,2006-02-28,79.374,96.926,30.38,101.574,74.517,121.278,93.612,153.542,109.315,121.361,131.436
Index,2006-03-31,79.511,96.709,30.198,104.009,74.844,121.036,93.823,152.017,108.842,121.341,130.577
Index,2006-04-30,79.793,96.701,29.949,112.774,74.657,120.95,94.823,149.336,108.286,122.541,129.231
Index,2006-05-31,80.218,96.517,30.001,113.608,74.241,123.047,95.314,147.037,107.335,122.289,128.602
Index,2006-06-30,79.983,95.241,29.966,114.633,74.108,127.699,95.459,148.425,106.262,123.904,130.462
Index,2006-07-31,79.883,96.233,29.716,115.577,74.238,129.136,96.356,148.262,107.785,124.511,130.971
Index,2006-08-31,80.043,96.528,29.738,115.622,74.846,129.583,96.575,146.248,106.939,123.833,130.027
Index,2006-09-30,80.368,96.219,29.763,103.194,75.674,130.893,97.046,146.135,106.643,120.97,130.349
Index,2006-10-31,80.206,96.221,29.703,97.998,75.683,129.918,96.499,142.904,107.262,118.29,128.453
Index,2006-11-30,79.859,95.678,30.247,94.87,76.368,126.981,97.14,140.984,107.114,116.235,126.709
Index,2006-12-31,79.903,95.708,29.835,95.273,77.649,125.066,97.249,140.458,105.75,115.686,125.819
Index,2007-01-31,80.178,95.045,29.972,90.086,80.43,124.809,98.299,139.374,105.52,113.998,125.279
Index,2007-02-28,80.027,95.531,31.559,95.752,80.742,125.188,100.976,138.265,106.322,115.275,125.094
Index,2007-03-31,80.45,95.447,31.283,100.793,80.967,125.287,107.578,137.841,106.031,116.747,125.389
Index,2007-04-30,80.9,96.199,30.947,106.817,82.496,126.304,107.663,136.826,106.042,118.1,125.186
Index,2007-05-31,81.774,96.388,31.284,109.809,83.539,129.551,108.426,136.674,106.257,119.519,126.107
Index,2007-06-30,81.21,96.275,31.577,111.421,86.978,129.885,108.456,137.296,106.077,120.204,126.495
Index,2007-07-31,83.64,97.222,31.421,113.357,87.757,130.688,106.403,135.052,105.844,119.964,125.507
Index,2007-08-31,84.253,96.578,32.62,110.845,88.243,131.483,105.856,134.199,105.818,119.168,125.273
Index,2007-09-30,85.37,95.471,32.702,115.901,91.361,131.058,106.54,133.449,105.679,120.131,124.866
Index,2007-10-31,85.116,96.512,32.619,121.26,93.493,129.541,106.349,131.591,104.84,120.422,123.437
Index,2007-11-30,85.795,96.497,35.539,135.263,97.182,128.57,106.185,130.891,104.629,123.478,122.844
Index,2007-12-31,87.095,96.723,35.754,134.319,99.828,129.847,106.352,130.95,104.569,123.571,123.293
Index,2008-01-31,89.602,96.852,38.821,133.151,103.722,124.55,107.972,130.937,104.517,122.406,122.096
Index,2008-02-29,89.508,97.4,45.993,134.902,107.568,123.7,108.87,130.405,104.56,122.561,121.711
Index,2008-03-31,90.144,98.016,44.11,143.646,108.967,123.51,109.828,128.545,104.945,124.113,120.852
Index,2008-04-30,91.076,97.864,45.259,153.301,116.482,123.132,110.647,126.456,104.665,125.754,119.806
Index,2008-05-31,91.979,98.086,45.242,172.766,118.65,125.379,112.056,126.299,105.708,131.169,120.577
Index,2008-06-30,92.721,97.784,45.161,185.272,123.021,128.657,113.297,127.154,104.472,135.277,121.932
Index,2008-07-31,93.039,98.019,45.24,180.795,120.422,134.51,115.131,125.199,104.825,134.72,122.697
Index,2008-08-31,93.86,97.287,51.906,161.675,121.561,134.093,114.049,126.531,105.856,130.411,123.321
Index,2008-09-30,95.185,97.287,52.075,147.746,120.393,130.747,115.164,127.851,106.738,126.915,123.29
Index,2008-10-31,94.791,97.718,52.252,111.527,116.262,123.663,114.213,129.838,107.415,117.189,122.332
Index,2008-11-30,95.313,97.792,52.778,85.159,108.172,105.86,111.289,130.595,107.423,107.2,117.657
Index,2008-12-31,94.266,98.206,52.231,71.224,96.687,98.7,109.123,130.174,107.237,101.952,115.227
Index,2009-01-31,93.942,98.921,52.885,77.342,92.768,96.807,104.745,130.449,107.67,102.975,114.541
Index,2009-02-28,95.143,98.763,53.522,75.531,92.511,93.333,102.428,133.526,108.481,102.936,115.103
Index,2009-03-31,94.296,99.154,53.589,74.94,90.641,95.871,101.774,133.148,108.377,103.079,115.502
Index,2009-04-30,92.779,99.025,56.88,80.856,92.332,97.931,99.967,133.395,108.459,104.931,116.018
Index,2009-05-31,91.314,98.543,56.191,87.554,96.271,98.744,99.778,130.74,107.385,105.669,114.743
Index,2009-06-30,91.981,99.123,55.856,100.65,95.816,100.076,98.633,129.316,106.592,108.576,114.256
Index,2009-07-31,91.849,98.666,55.757,95.952,99.88,100.115,98.814,129.901,105.465,107.577,114.49
Index,2009-08-31,92.008,98.646,55.412,104.716,100.333,101.858,99.23,130.274,105.155,110.252,115.163
Index,2009-09-30,91.781,98.888,54.121,99.238,99.159,100.717,99.57,129.673,104.449,108.4,114.497
Index,2009-10-31,91.658,99.14,53.378,101.775,96.714,98.437,98.966,127.861,105.161,107.908,112.959
Index,2009-11-30,92.105,99.513,58.647,106.98,95.991,99.833,97.904,127.575,105.495,109.365,113.176
Index,2009-12-31,92.156,99.773,58.772,106.619,97.168,101.379,97.961,126.099,105.409,109.04,112.856
Index,2010-01-31,95.173,98.848,62.826,111.001,98.495,101.258,98.392,125.47,105.148,109.977,112.643
Index,2010-02-28,96.392,98.774,65.844,108.428,99.769,101.388,99.01,126.283,105.372,109.756,113.218
Index,2010-03-31,97.024,98.737,113.949,113.405,102.527,101.321,99.369,124.227,104.405,110.327,112.302
Index,2010-04-30,96.53,99.257,112.776,117.632,103.046,103.615,101.101,124.488,105.662,112.095,113.278
Index,2010-05-31,96.22,99.723,103.495,110.759,104.525,102.325,100.844,124.618,105.015,110.095,112.886
Index,2010-06-30,96.343,99.59,92.12,108.166,105.154,99.851,100.747,123.394,106.292,108.559,111.668
Index,2010-07-31,95.873,101.074,92.088,105.361,105.328,98.496,100.656,120.88,105.549,106.604,109.95
Index,2010-08-31,95.706,100.8,89.933,106.333,105.226,97.896,100.753,120.663,104.324,106.563,109.563
Index,2010-09-30,95.556,99.71,88.998,104.192,107.544,97.865,101.159,119.408,105.253,105.636,109.024
Index,2010-10-31,94.491,99.503,87.415,108.831,108.961,98.472,101.523,118.358,104.871,106.49,108.609
Index,2010-11-30,94.769,99.42,88.957,113.095,110.807,99.758,101.706,116.541,104.666,107.149,108.057
Index,2010-12-31,96.483,99.37,89.086,120.692,112.618,101.968,102.311,117.148,104.621,109.79,109.081
Index,2011-01-31,96.65,100.31,88.137,124.573,116.223,101.821,103.847,116.428,103.89,110.521,108.757
Index,2011-02-28,97.263,100.049,87.705,132.607,117.996,104.198,104.739,118.252,105.431,113.836,110.554
Index,2011-03-31,97.694,100.422,87.478,142.749,118.317,105.363,104.569,118.054,105.489,116.53,110.782
Index,2011-04-30,98.132,100.125,86.486,149.421,118.55,109.839,104.847,116.049,105.063,118.334,110.975
Index,2011-05-31,97.722,100.066,85.69,139.535,117.812,106.475,103.925,114.794,104.609,114.643,109.297
Index,2011-06-30,98.472,100.07,85.508,137.381,117.591,103.707,104.381,114.406,103.967,113.419,108.357
Index,2011-07-31,98.373,99.99,85.571,139.763,122.916,102.03,104.07,112.728,104.607,113.1,107.107
Index,2011-08-31,98.209,99.772,85.725,133.847,120.854,103.175,104.004,112.925,104.81,111.922,107.512
Index,2011-09-30,98.708,99.966,87.447,138.522,117.998,105.465,104.166,112.175,105.317,113.313,107.821
Index,2011-10-31,99.918,99.627,88.867,140.993,119.024,105.521,104.751,117.039,105.68,115.836,110.429
Index,2011-11-30,99.646,100.175,89.734,143.629,117.374,102.409,103.559,116.425,105.679,115.575,109.173
Index,2011-12-31,99.599,99.797,89.807,141.776,117.448,101.641,103.302,117.985,106.032,115.543,109.764
Index,2012-01-31,97.936,101.57,86.859,146.68,130.451,101.942,102.33,123.689,106.134,118.632,112.447
Index,2012-02-29,96.985,101.21,86.728,150.01,128.516,105.459,101.977,121.278,105.062,119.093,112.275
Index,2012-03-31,96.935,101.215,86.808,154.323,127.691,107.298,102.156,121.346,103.797,120.281,112.773
Index,2012-04-30,97.292,101.089,86.92,150.061,126.351,104.645,102.064,120.429,103.583,118.448,111.475
Index,2012-05-31,97.461,101.124,86.897,139.494,126.289,102.033,101.862,120.473,103.15,115.828,110.607
Index,2012-06-30,97.462,101.265,86.999,126.526,123.413,101.831,102.27,119.743,104.447,113.275,110.352
Index,2012-07-31,96.795,101.108,86.962,132.317,120.058,99.188,101.744,118.502,103.264,112.996,108.735
Index,2012-08-31,96.477,101.065,87.045,142.881,116.139,99.062,101.264,115.725,102.098,113.67,107.227
Index,2012-09-30,96.55,100.961,87.159,142.527,115.85,99.428,101.708,113.772,100.823,112.872,106.331
Index,2012-10-31,97.23,100.929,87.299,138.689,109.173,100.263,102.199,111.459,100.025,111.475,105.473
Index,2012-11-30,97.166,100.587,87.229,134.461,107.079,101.187,102.313,109.975,100.318,110.408,105.104
Index,2012-12-31,97.323,101.239,87.153,132.749,101.705,100.901,102.255,111.126,100.392,110.461,105.545
Index,2013-01-31,96.678,101.368,87.036,136.944,100.985,101.813,102.246,110.5,100.601,111.215,105.542
Index,2013-02-28,96.983,101.847,86.666,143.484,103.818,104.153,102.367,109.739,102.85,112.937,106.201
Index,2013-03-31,97.59,101.227,88.015,136.172,103.46,102.141,101.988,112.079,101.897,111.897,106.543
Index,2013-04-30,97.618,101.531,88.338,127.931,101.538,100.209,101.893,110.463,101.804,109.269,105.152
Index,2013-05-31,97.516,101.734,88.336,128.816,101.099,100.744,101.575,110.944,101.789,109.732,105.523
Index,2013-06-30,98.294,101.56,89.021,132.864,103.555,102.742,101.613,110.005,101.955,110.677,105.784
Index,2013-07-31,98.797,101.716,88.658,136.625,103.589,102.759,101.254,110.855,101.477,111.644,106.135
Index,2013-08-31,99.462,101.575,88.851,137.002,104.235,102.714,101.451,112.554,100.786,112.323,106.88
Index,2013-09-30,99.373,100.588,88.898,136.039,104.031,102.794,101.424,111.717,100.712,111.833,106.495
Index,2013-10-31,99.624,100.532,89.035,134.039,102.161,103.799,101.456,111.807,100.416,111.749,106.834
Index,2013-11-30,99.465,99.344,89.74,133.936,110.885,102.273,101.099,110.337,102.288,110.92,105.845
Index,2013-12-31,99.669,99.363,89.681,139.295,109.661,101.971,100.93,108.096,101.805,110.908,104.648
Index,2014-01-31,101.657,99.404,90.113,136.528,112.325,101.17,101.312,110.458,102.648,111.259,105.687
Index,2014-02-28,102.024,99.772,90.343,136.747,109.969,106.349,102.144,109.39,102.08,112.254,106.851
Index,2014-03-31,102.449,99.779,90.548,134.632,113.818,102.62,102.116,108.272,101.702,110.456,105.123
Index,2014-04-30,102.342,100.576,90.496,134.057,115.353,99.553,101.363,108.031,101.121,109.373,103.928
Index,2014-05-31,101.999,101.431,90.498,133.944,117.613,104.734,99.804,104.42,98.758,109.061,103.573
Index,2014-06-30,102.164,101.449,90.426,134.53,117.59,102.111,99.968,103.975,98.791,108.324,102.544
Index,2014-07-31,101.775,102.971,90.621,132.317,114.517,100.003,100.505,103.163,97.754,106.987,101.401
Index,2014-08-31,101.872,103.048,90.771,128.592,112.432,101.244,100.712,103.541,98.694,106.873,102.083
Index,2014-09-30,102.137,103.132,90.931,126.323,109.949,100.341,100.645,103.471,96.461,106.01,101.53
Index,2014-10-31,102.076,103.141,91.166,115.594,107.541,102.701,100.397,104.562,96.461,105.087,102.771
Index,2014-11-30,101.91,103.227,91.268,109.585,108.774,98.386,100.585,106.779,97.16,103.781,102.5
Index,2014-12-31,100.678,103.154,91.173,92.172,110.5,93.436,100.738,108.978,96.702,100.106,101.856
Index,2015-01-31,99.875,103.688,91.393,77.742,110.823,89.546,99.964,109.452,96.49,96.58,100.735
Index,2015-02-28,100.066,103.849,91.365,88.942,110.333,90.037,100.453,110.428,96.511,99.138,101.386
Index,2015-03-31,100.78,104.071,91.486,88.798,110.312,89.754,100.906,113.614,96.883,100.33,102.874
Index,2015-04-30,100.839,103.864,91.446,88.975,109.714,96.449,100.817,109.725,96.034,100.561,103.116
Index,2015-05-31,100.596,102.22,91.505,94.704,105.946,90.463,100.652,109.537,95.867,99.901,101.047
Index,2015-06-30,100.891,102.062,91.431,92.805,105.382,89.556,100.507,109.6,95.83,99.34,100.781
Index,2015-07-31,100.532,102.113,91.277,83.455,107.507,92.215,100.379,109.664,95.55,98.339,101.621
Index,2015-08-31,101.249,101.714,91.153,75.827,109.258,87.159,100.229,111.626,96.394,96.469,101.021
Index,2015-09-30,100.641,101.466,91.086,77.614,109.094,88.72,100.066,110.299,96.935,96.711,100.922
Index,2015-10-31,100.768,101.41,91.075,76.72,103.343,89.858,99.151,108.003,96.701,95.896,100.124
Index,2015-11-30,100.613,101.442,91.1,74.721,104.161,90.32,98.909,108.159,96.857,95.715,100.345
Index,2015-12-31,99.733,102.999,91.052,64.808,105.504,83.812,97.907,108.83,96.94,92.411,98.499
Index,2016-01-31,99.772,102.327,95.742,54.883,107.246,81.983,97.031,109.431,97.053,90.339,98.159
Index,2016-02-29,100.077,102.321,95.479,53.958,107.173,88.116,96.685,107.324,96.517,90.927,99.08
Index,2016-03-31,100.042,104.354,95.139,59.344,111.477,98.353,96.207,104.882,95.831,93.601,101.156
Index,2016-04-30,99.246,103.547,95.141,60.757,114.12,86.63,96.211,102.519,95.063,89.785,96.186
Index,2016-05-31,99.352,103.493,94.955,67.948,114.436,96.551,96.844,104.765,95.474,94.62,100.501
Index,2016-06-30,98.874,103.252,94.905,69.929,115.117,84.895,96.946,104.066,94.283,91.536,96.301
Index,2016-07-31,98.962,103.324,94.682,65.805,114.393,81.564,95.768,102.764,93.59,89.303,94.484
Index,2016-08-31,99.117,103.268,94.635,64.225,113.135,82.129,95.317,103.102,94.036,89.311,94.843
Index,2016-09-30,99.302,103.248,94.465,67.923,114.157,90.477,95.305,105.073,94.93,93.009,98.541
Index,2016-10-31,100.373,102.112,94.142,75.562,113.577,86.64,95.694,104.659,95.294,93.297,97.209
Index,2016-11-30,100.326,102.119,94.152,73.514,117.028,86.263,96.008,106.378,96.083,93.574,97.997
Index,2016-12-31,100.756,102.174,94.088,82.569,121.471,92.888,96.515,107.898,96.512,97.619,100.938
Index,2017-01-31,100.616,98.656,94.674,84.981,121.748,95.201,97.166,107.283,96.179,98.408,101.368
Index,2017-02-28,100.72,98.555,94.434,85.853,121.019,94.51,96.994,106.073,96.215,97.916,100.577
Index,2017-03-31,100.262,98.629,94.397,80.546,122.085,95.148,97.289,106.38,95.931,97.222,100.9
Index,2017-04-30,100.184,98.604,94.221,82.599,123.635,94.693,97.159,103.982,96.102,96.568,99.648
Index,2017-05-31,99.758,98.722,94.054,79.565,122.588,91.274,96.919,104.043,95.735,95.086,98.509
Index,2017-06-30,99.586,98.63,93.83,75.179,121.482,89.691,96.7,103.941,95.516,93.8,97.906
Index,2017-07-31,99.074,98.469,95.331,77.023,120.771,88.685,97.309,101.193,94.725,92.766,96.236
Index,2017-08-31,98.693,98.745,95.093,78.482,117.425,91.491,97.403,100.566,97.413,93.738,97.103
Index,2017-09-30,98.722,98.753,95.13,84.191,115.905,92.124,98.911,100.461,99.635,95.154,97.572
Index,2017-10-31,98.769,97.664,94.957,85.407,115.755,90.893,99.175,100.932,99.771,95.249,97.419
Index,2017-11-30,98.966,97.713,94.993,90.622,115.321,91.382,99.348,100.851,99.719,96.299,97.55
Index,2017-12-31,98.991,97.778,94.781,91.369,113.951,95.273,99.072,99.915,99.538,97.068,98.324
Index,2018-01-31,99.451,100.0,90.304,94.129,106.82,98.888,98.299,100.151,99.632,98.864,99.644
Index,2018-02-28,99.668,99.975,89.69,91.306,102.878,96.743,98.707,99.574,99.37,97.703,98.756
Index,2018-03-31,99.482,99.933,91.974,90.328,102.942,96.369,98.764,98.474,99.201,96.939,98.028
Index,2018-04-30,99.76,100.055,97.591,95.706,106.584,96.958,98.707,99.353,98.225,98.214,98.627
Index,2018-05-31,100.453,100.068,100.897,105.032,103.239,100.851,99.561,101.387,99.257,101.518,100.94
Index,2018-06-30,100.618,100.055,103.004,103.491,102.377,100.789,99.746,101.252,99.863,101.294,100.933
Index,2018-07-31,99.77,100.055,104.224,105.212,100.42,103.206,100.538,102.252,100.348,102.598,102.168
Index,2018-08-31,100.13,99.917,106.857,106.214,98.959,102.472,100.666,101.438,100.502,102.221,101.564
Index,2018-09-30,100.081,99.963,106.654,110.868,96.685,101.497,100.958,101.18,100.836,102.574,101.208
Index,2018-10-31,100.332,99.917,104.937,114.456,95.424,101.359,101.091,98.937,101.053,101.971,99.915
Index,2018-11-30,99.949,100.032,102.417,98.134,92.325,100.908,101.275,98.512,100.92,99.323,99.519
Index,2018-12-31,100.305,100.032,101.452,85.124,91.347,99.961,101.688,97.491,100.794,96.781,98.701
Index,2019-01-31,99.558,101.812,98.267,85.139,90.036,97.392,101.088,96.634,100.092,95.695,97.434
Index,2019-02-28,99.493,101.812,96.922,91.699,89.615,97.156,100.894,96.846,99.785,96.633,97.446
Index,2019-03-31,99.713,101.812,96.315,95.611,89.061,96.489,101.34,98.886,99.87,98.062,98.466
Index,2019-04-30,99.078,104.261,93.152,98.957,89.544,95.898,100.106,95.356,99.75,96.608,96.221
Index,2019-05-31,99.536,104.131,94.023,97.815,89.344,96.289,100.356,96.695,100.998,97.32,97.238
Index,2019-06-30,99.188,104.039,93.037,89.24,88.71,94.508,100.683,96.286,100.527,95.474,96.5
Index,2019-07-31,99.198,104.044,92.778,94.76,88.308,93.94,101.554,96.36,99.978,96.142,96.369
Index,2019-08-31,99.524,104.044,94.284,89.38,88.261,95.566,102.004,100.702,101.334,98.008,99.429
Index,2019-09-30,100.054,104.044,94.153,92.296,86.483,95.246,103.075,99.849,101.122,97.956,98.888
Index,2019-10-31,100.651,104.044,94.394,88.415,87.209,94.344,103.896,99.173,100.34,96.853,98.242
Index,2019-11-30,100.946,104.044,93.915,85.047,87.327,93.815,105.001,98.279,99.631,95.798,97.568
Index,2019-12-31,101.162,104.044,93.3,86.821,88.427,92.427,105.848,97.991,99.324,95.608,97.054
Index,2020-01-31,101.237,103.615,93.791,80.84,93.995,93.317,107.394,97.356,98.967,94.668,96.945
Index,2020-02-29,101.64,103.615,94.675,73.675,97.66,92.397,107.665,99.355,100.299,94.58,98.023
Index,2020-03-31,102.513,103.615,95.334,52.055,100.829,89.479,106.584,102.182,101.852,92.413,99.058
Index,2020-04-30,102.226,103.615,92.757,36.76,99.061,85.429,105.714,99.51,102.29,88.055,96.501
Index,2020-05-31,101.978,103.615,91.98,43.884,100.289,87.802,106.009,99.064,102.03,89.334,96.818
Index,2020-06-30,101.6,103.615,91.471,54.685,90.952,87.972,104.879,97.524,101.767,90.063,95.888
Index,2020-07-31,101.185,103.615,82.234,57.805,88.897,85.707,105.075,97.581,101.543,89.962,95.257
Index,2020-08-31,100.754,103.615,80.026,57.549,90.43,82.726,104.935,95.762,100.745,88.294,93.356
Index,2020-09-30,100.508,103.615,82.882,54.929,94.507,84.524,104.66,95.96,100.405,88.387,93.897
Index,2020-10-31,100.2,103.615,86.212,54.989,95.391,84.751,105.294,96.697,99.782,88.781,94.345
Index,2020-11-30,99.969,103.615,88.157,57.498,95.671,86.178,105.364,92.44,99.445,87.338,92.251
Index,2020-12-31,101.792,103.615,91.142,63.497,101.461,87.621,105.017,91.961,98.233,88.219,92.29
Index,2021-01-31,101.965,103.615,96.816,69.179,106.983,88.575,106.839,93.021,97.936,89.817,93.215
Index,2021-02-28,101.596,103.615,98.126,77.769,109.05,87.171,107.141,94.023,98.364,91.266,93.488
Index,2021-03-31,101.969,103.615,98.821,82.487,120.194,91.092,107.965,97.591,99.432,94.676,96.683
Index,2021-04-30,102.4,103.615,98.387,81.528,122.999,94.67,109.595,99.595,99.46,96.357,98.799
Index,2021-05-31,102.489,103.615,98.642,85.371,127.529,96.707,110.789,100.168,98.814,97.609,99.625
Index,2021-06-30,102.511,103.615,98.813,90.872,134.355,94.053,112.134,101.789,98.945,98.667,99.951
Index,2021-07-31,102.804,103.615,105.143,96.317,143.249,94.642,113.476,103.279,99.607,100.446,101.126
Index,2021-08-31,102.911,103.615,104.648,93.197,144.319,95.868,114.51,102.826,99.306,100.053,101.182
Index,2021-09-30,102.788,103.615,105.102,98.814,140.97,94.785,115.755,103.745,99.131,101.077,101.45
Index,2021-10-31,103.158,103.615,111.338,109.73,148.334,96.601,116.452,104.21,99.373,103.337,102.285
Index,2021-11-30,103.325,103.615,111.939,106.531,150.178,99.286,117.077,106.346,99.977,104.594,104.275
Index,2021-12-31,103.76,103.615,111.916,100.454,150.887,98.978,117.465,108.746,100.378,104.901,105.634
Index,2022-01-31,105.254,105.774,109.957,108.755,151.813,97.437,117.508,109.228,100.358,106.012,105.561
Index,2022-02-28,105.456,105.774,110.398,118.978,163.637,99.652,118.092,109.31,100.447,108.026,106.223
Index,2022-03-31,106.208,105.848,110.896,142.144,163.829,103.767,120.471,110.251,101.623,112.848,108.024
Index,2022-04-30,107.622,108.614,111.874,144.226,170.581,104.159,120.7,110.591,102.046,113.497,108.437
Index,2022-05-31,110.3,108.614,118.011,151.807,176.785,106.365,121.094,113.625,102.206,116.67,110.883
Index,2022-06-30,111.952,108.614,115.848,159.976,182.134,104.914,121.443,115.712,102.23,118.582,111.766
Index,2022-07-31,113.464,108.614,134.717,146.521,202.815,103.871,122.415,116.103,102.788,116.896,112.017
Index,2022-08-31,113.118,108.614,132.306,141.684,179.953,101.097,121.562,115.234,102.501,115.081,110.701
Index,2022-09-30,113.929,108.614,139.945,131.827,182.228,101.892,121.575,117.324,103.404,115.03,112.264
Index,2022-10-31,116.145,108.614,132.262,132.849,156.78,101.155,120.696,117.885,104.306,115.321,112.435
Index,2022-11-30,116.212,108.668,134.281,127.903,144.268,98.701,119.905,114.63,103.156,112.369,109.811
Index,2022-12-31,115.343,108.614,130.913,115.663,137.57,96.409,118.878,112.257,101.48,108.752,107.614
Index,2023-01-31,115.004,113.102,121.75,118.354,136.818,92.925,118.443,109.607,100.433,106.929,105.047
Index,2023-02-28,115.333,112.739,122.989,116.865,134.527,94.611,118.148,109.295,100.844,106.969,105.339
Index,2023-03-31,115.714,112.798,122.993,114.511,134.78,98.253,119.078,110.15,101.328,107.923,106.838
Index,2023-04-30,114.851,112.798,122.487,113.981,134.145,98.054,119.497,111.119,100.903,108.228,107.28
