Units,Timepoint,1.0: Food & Live Animals,1.1: Beverages & Tobacco,1.2: Crude Materials (Excl Fuels),"1.3: Mineral Fuels, Lubricants & Related Materials",1.4: Animal & Vegetable Oils Fats & Waxes,1.5: Chemicals & Chemical Products,1.6: Manufactured Goods,1.7: Machinery & Transport Equipment,1.8: Miscellaneous Manufactured Articles,1: Export Price Index - Overall Items,2: Non-Oil Export Price Index
Index,2007-08-31,83.44,80.058,101.797,103.411,96.814,110.725,108.615,129.741,105.549,118.14,120.918
Index,2007-09-30,83.13,79.809,103.393,109.334,98.304,110.118,107.414,129.081,105.734,118.816,120.348
Index,2007-10-31,83.455,79.186,107.467,113.567,97.54,109.221,107.179,125.644,104.443,117.672,117.936
Index,2007-11-30,83.823,78.858,114.353,125.691,102.945,109.122,106.864,125.247,104.022,119.806,117.688
Index,2007-12-31,84.742,79.001,113.976,126.437,107.845,108.715,105.857,125.322,103.866,119.886,117.608
Index,2008-01-31,86.381,82.504,116.46,125.029,113.165,108.797,106.517,123.113,103.656,118.6,116.359
Index,2008-02-29,86.674,82.044,128.027,125.394,114.412,108.016,107.494,121.695,102.584,117.907,115.418
Index,2008-03-31,87.35,81.464,130.261,135.762,116.343,107.523,110.68,120.519,103.173,119.492,114.913
Index,2008-04-30,88.869,80.938,135.863,144.975,117.91,106.449,110.713,118.476,101.914,120.05,113.415
Index,2008-05-31,89.242,81.038,137.792,163.484,119.39,108.177,112.494,117.123,101.7,123.259,112.976
Index,2008-06-30,90.363,81.06,138.07,173.437,127.86,109.688,112.725,117.491,101.782,125.617,113.518
Index,2008-07-31,91.466,82.51,148.789,182.838,127.322,111.222,114.561,115.892,102.343,127.07,113.079
Index,2008-08-31,93.21,84.418,153.004,160.212,118.804,113.534,113.649,118.396,101.377,124.231,114.948
Index,2008-09-30,95.006,85.034,148.432,146.754,118.053,114.678,112.907,120.008,102.755,122.675,116.224
Index,2008-10-31,96.581,86.666,119.084,112.657,116.502,113.786,110.185,122.167,103.967,116.844,117.13
Index,2008-11-30,96.713,87.397,102.134,86.198,110.593,109.655,108.589,124.36,104.729,112.164,117.643
Index,2008-12-31,95.245,86.537,91.603,75.814,106.784,104.222,104.572,123.926,105.481,108.938,116.135
Index,2009-01-31,93.235,91.966,87.076,75.577,106.724,102.076,102.545,122.863,104.48,107.851,114.852
Index,2009-02-28,94.183,92.739,87.875,73.161,105.789,103.219,102.466,124.084,106.285,108.322,116.005
Index,2009-03-31,93.82,93.997,88.859,70.206,106.656,103.849,102.158,124.558,107.593,108.174,116.524
Index,2009-04-30,92.036,93.482,90.809,78.066,110.071,103.488,101.158,122.792,106.9,108.615,115.202
Index,2009-05-31,89.851,92.242,90.939,82.981,111.177,103.326,101.074,119.254,105.952,107.609,112.799
Index,2009-06-30,89.5,91.987,92.589,96.586,118.581,103.247,101.921,119.502,105.623,110.387,112.992
Index,2009-07-31,88.993,93.248,91.445,93.323,114.205,105.186,100.906,119.601,105.764,110.001,113.293
Index,2009-08-31,88.947,93.299,95.769,101.924,111.905,105.343,102.253,119.733,105.345,111.82,113.491
Index,2009-09-30,89.37,92.892,99.151,96.536,109.616,105.478,101.759,119.626,104.919,110.711,113.402
Index,2009-10-31,88.565,92.16,98.298,100.436,104.414,103.054,101.017,118.285,104.803,110.371,112.06
Index,2009-11-30,89.286,91.904,102.146,105.003,103.638,102.737,100.533,117.483,105.006,110.825,111.536
Index,2009-12-31,90.148,92.103,108.469,103.512,103.161,103.635,101.429,117.727,104.433,110.851,111.92
Index,2010-01-31,92.303,93.13,115.519,107.758,104.4,105.494,103.04,116.803,104.832,111.661,111.911
Index,2010-02-28,93.235,93.604,119.902,106.098,105.017,107.493,102.664,118.463,105.071,112.503,113.343
Index,2010-03-31,93.89,93.272,145.628,109.223,104.852,106.79,103.633,117.317,104.143,112.616,112.74
Index,2010-04-30,94.041,92.784,151.13,114.356,107.236,106.18,104.83,116.063,103.402,112.939,111.92
Index,2010-05-31,95.08,92.649,146.094,109.776,108.444,106.787,103.815,116.728,103.563,112.41,112.355
Index,2010-06-30,95.819,92.719,132.301,105.319,108.452,106.805,103.614,117.566,103.651,111.883,112.764
Index,2010-07-31,97.085,92.944,130.011,103.829,107.428,105.437,103.459,116.034,103.481,110.614,111.556
Index,2010-08-31,96.562,92.491,130.375,104.389,110.836,103.574,104.685,115.524,102.817,110.232,110.952
Index,2010-09-30,96.48,92.665,131.481,103.347,111.91,102.539,106.456,114.187,100.235,109.124,109.834
Index,2010-10-31,96.108,90.754,128.206,107.027,113.636,102.303,107.935,111.986,99.963,108.696,108.433
Index,2010-11-30,95.747,90.719,132.744,111.443,121.157,103.656,107.298,112.093,100.026,109.787,108.732
Index,2010-12-31,97.108,91.902,135.819,116.424,126.322,104.552,108.179,111.904,100.246,110.899,108.92
Index,2011-01-31,99.82,94.116,143.061,121.899,125.788,104.293,109.235,111.832,98.961,111.96,108.927
Index,2011-02-28,100.476,93.752,149.734,130.476,131.616,105.348,111.804,111.333,97.977,113.635,108.955
Index,2011-03-31,101.258,93.268,148.044,142.362,129.755,106.163,111.402,109.971,98.354,115.333,108.226
Index,2011-04-30,102.585,92.29,150.796,148.487,124.412,106.324,111.878,109.169,97.863,116.138,107.766
Index,2011-05-31,103.331,91.739,147.083,140.853,123.574,105.877,109.083,108.145,97.459,113.871,106.786
Index,2011-06-30,103.951,91.823,143.748,139.51,123.315,105.572,107.452,107.614,98.034,113.237,106.324
Index,2011-07-31,105.848,91.008,142.15,139.985,121.228,104.019,107.976,105.494,98.124,112.085,104.792
Index,2011-08-31,105.769,91.115,140.546,135.352,120.451,103.961,106.219,104.47,98.399,110.567,104.022
Index,2011-09-30,106.696,93.047,143.882,138.176,123.242,106.221,106.364,106.637,100.178,112.723,106.007
Index,2011-10-31,107.642,93.647,139.191,140.918,122.15,107.476,106.024,108.823,101.366,114.589,107.653
Index,2011-11-30,106.897,94.626,132.363,145.333,120.716,106.593,106.197,108.961,101.931,115.39,107.592
Index,2011-12-31,107.096,94.356,130.028,142.058,119.828,106.31,104.915,109.962,101.788,115.13,108.051
Index,2012-01-31,107.547,95.041,130.725,149.816,119.082,106.992,106.834,109.739,101.31,116.675,108.053
Index,2012-02-29,106.012,94.279,133.145,151.82,118.68,105.542,106.561,106.965,100.444,115.423,105.953
Index,2012-03-31,105.036,94.429,135.811,155.325,118.923,106.684,105.636,107.069,100.07,116.293,106.136
Index,2012-04-30,103.501,95.291,135.243,151.978,119.807,107.054,104.264,108.307,99.802,116.162,106.844
Index,2012-05-31,103.539,95.155,133.943,142.893,120.052,106.786,103.235,108.065,99.13,114.019,106.506
Index,2012-06-30,103.494,96.251,129.662,130.658,116.178,105.477,102.761,108.151,100.284,111.414,106.408
Index,2012-07-31,99.482,94.877,124.003,132.023,115.523,103.118,101.3,106.998,100.671,110.668,105.111
Index,2012-08-31,98.664,94.687,118.948,142.653,115.263,103.316,100.616,105.453,98.572,111.88,103.873
Index,2012-09-30,98.055,94.067,118.803,143.115,113.508,103.657,102.113,103.948,98.822,111.359,103.096
Index,2012-10-31,97.812,93.115,118.798,138.765,110.754,103.081,100.883,102.508,99.562,109.676,102.108
Index,2012-11-30,97.289,93.458,117.209,133.263,109.21,102.882,99.783,103.002,97.641,108.52,102.083
Index,2012-12-31,97.047,94.165,117.698,131.13,109.451,102.306,101.257,102.999,97.107,108.015,102.001
Index,2013-01-31,96.557,92.472,119.387,135.182,108.73,102.88,102.687,102.84,97.442,108.931,102.1
Index,2013-02-28,97.178,92.0,120.925,142.295,109.537,103.858,103.255,103.26,97.869,110.82,102.631
Index,2013-03-31,97.154,91.83,119.875,135.693,110.456,104.261,102.805,104.469,97.801,110.073,103.406
Index,2013-04-30,95.888,91.029,116.044,129.577,107.801,103.54,101.169,104.02,96.28,108.234,102.68
Index,2013-05-31,96.044,90.692,114.156,128.995,109.148,102.63,100.73,104.218,96.333,108.055,102.606
Index,2013-06-30,97.045,91.711,113.518,133.132,108.285,103.981,101.058,105.516,96.774,109.81,103.741
Index,2013-07-31,98.524,94.032,111.677,135.654,107.789,104.409,101.001,105.92,96.304,110.578,104.054
Index,2013-08-31,99.473,95.402,112.044,135.928,105.758,105.546,102.461,105.544,94.76,110.566,103.966
Index,2013-09-30,99.368,94.387,111.846,134.066,104.934,106.259,101.935,105.553,94.014,110.186,103.972
Index,2013-10-31,98.883,92.77,110.639,132.878,104.79,105.253,101.454,103.413,92.667,108.581,102.259
Index,2013-11-30,100.01,92.98,109.878,132.443,107.136,104.67,100.822,103.258,92.749,108.328,102.053
Index,2013-12-31,100.466,93.384,111.037,135.177,107.463,105.319,101.388,103.468,92.95,109.147,102.374
Index,2014-01-31,101.458,94.065,110.388,135.473,106.667,105.814,101.763,103.457,92.993,109.31,102.503
Index,2014-02-28,101.453,94.206,108.64,136.022,106.266,105.369,101.832,103.246,92.91,109.244,102.276
Index,2014-03-31,101.809,94.426,107.139,134.313,108.138,105.146,102.445,103.347,93.348,108.974,102.379
Index,2014-04-30,101.561,94.005,105.978,133.353,107.668,104.321,102.776,102.448,92.514,108.142,101.582
Index,2014-05-31,101.798,93.861,105.945,133.048,107.082,104.161,102.403,101.779,92.131,107.681,101.08
Index,2014-06-30,102.846,94.129,106.812,134.048,105.487,104.034,102.598,101.701,92.622,107.905,101.102
Index,2014-07-31,103.802,93.795,106.398,131.237,103.507,104.788,102.415,100.905,92.629,107.044,100.749
Index,2014-08-31,103.448,93.635,106.28,127.843,103.195,105.509,102.39,101.557,92.884,106.78,101.298
Index,2014-09-30,103.881,94.328,105.675,125.712,102.211,106.132,101.994,102.371,92.882,106.818,101.902
Index,2014-10-31,104.213,95.887,104.351,115.499,100.246,105.874,101.264,103.013,93.65,105.036,102.313
Index,2014-11-30,104.459,97.435,102.452,110.428,101.395,105.607,102.291,104.599,93.964,104.804,103.341
Index,2014-12-31,105.202,97.85,101.664,91.978,100.967,104.402,102.59,105.314,94.586,101.248,103.66
Index,2015-01-31,105.695,99.239,99.202,77.912,100.612,100.484,102.273,106.445,94.984,98.359,103.679
Index,2015-02-28,105.108,99.781,98.551,87.653,100.982,100.578,102.453,107.829,95.373,101.095,104.593
Index,2015-03-31,105.427,100.937,98.816,85.041,101.55,102.578,102.499,108.953,95.899,101.459,105.732
Index,2015-04-30,105.392,99.375,98.358,85.747,98.973,102.136,99.999,106.63,95.134,100.215,103.98
Index,2015-05-31,105.437,98.784,97.577,91.534,97.929,103.024,98.933,105.194,94.286,100.708,103.094
Index,2015-06-30,105.353,99.705,97.252,90.635,97.917,103.874,98.269,105.959,94.649,101.03,103.734
Index,2015-07-31,104.829,100.987,95.585,84.016,98.598,103.755,96.804,106.452,97.34,100.064,104.24
Index,2015-08-31,105.001,103.096,94.193,76.098,96.7,104.396,97.739,108.877,98.918,99.9,106.093
Index,2015-09-30,105.116,103.97,91.223,73.891,95.466,103.127,98.849,108.583,100.108,99.264,105.868
Index,2015-10-31,104.521,103.493,88.466,73.313,94.265,101.396,97.995,107.635,100.554,98.409,104.94
Index,2015-11-30,104.685,103.894,87.531,70.551,95.711,100.996,96.957,107.904,100.394,97.857,104.963
Index,2015-12-31,104.779,103.761,85.485,62.632,94.312,99.52,96.599,107.862,99.829,95.91,104.57
Index,2016-01-31,105.161,104.261,83.788,54.192,95.827,99.288,96.162,108.179,101.149,94.393,104.853
Index,2016-02-29,104.339,103.375,83.224,52.493,93.269,97.807,96.364,106.434,101.049,92.952,103.478
Index,2016-03-31,103.461,102.563,83.426,56.885,94.571,96.778,95.699,104.552,100.674,92.713,102.035
Index,2016-04-30,101.119,102.209,85.938,58.723,96.331,96.385,93.822,102.681,98.943,91.869,100.493
Index,2016-05-31,101.754,102.917,87.886,66.117,97.984,97.69,94.631,103.675,100.239,94.246,101.566
Index,2016-06-30,101.381,102.553,86.314,67.205,97.092,96.115,94.217,102.441,100.293,93.612,100.484
Index,2016-07-31,100.064,102.841,86.305,64.767,97.82,94.604,94.092,101.768,100.34,92.548,99.776
Index,2016-08-31,100.209,102.759,87.203,63.808,97.045,94.444,94.389,101.208,100.511,92.086,99.445
Index,2016-09-30,99.868,102.757,87.548,66.468,98.713,95.366,94.781,102.408,100.867,93.4,100.408
Index,2016-10-31,101.641,104.369,90.123,73.127,100.059,95.631,95.434,104.138,101.139,95.764,101.654
Index,2016-11-30,103.472,104.765,93.485,71.248,100.639,97.639,98.062,105.788,101.904,96.696,103.318
Index,2016-12-31,104.113,105.67,100.978,81.772,103.391,100.369,99.397,106.532,102.627,99.807,104.499
Index,2017-01-31,101.269,104.445,104.829,84.488,106.116,99.069,99.053,105.989,103.538,99.954,103.978
Index,2017-02-28,100.99,104.196,105.456,83.619,108.43,99.489,98.196,104.403,102.93,98.971,102.965
Index,2017-03-31,100.044,102.865,105.234,78.42,107.992,99.471,98.104,103.526,102.248,97.374,102.306
Index,2017-04-30,101.453,102.599,102.79,80.053,106.254,98.455,97.875,102.751,102.233,97.178,101.634
Index,2017-05-31,101.201,101.963,100.631,77.89,103.671,97.995,97.921,103.043,101.95,96.76,101.67
Index,2017-06-30,100.897,102.65,98.572,73.608,101.315,96.757,96.73,101.717,101.478,94.95,100.503
Index,2017-07-31,98.656,100.993,97.551,75.025,100.387,96.092,97.487,101.366,101.194,94.926,100.105
Index,2017-08-31,98.263,100.883,99.57,77.955,99.211,95.801,98.165,100.4,100.753,95.01,99.449
Index,2017-09-30,98.238,100.127,100.572,82.219,99.073,96.202,98.719,99.838,100.494,95.672,99.173
Index,2017-10-31,99.406,100.176,99.95,84.137,100.538,97.506,98.994,100.946,100.698,96.841,100.146
Index,2017-11-30,100.041,99.956,98.992,89.048,100.574,97.45,98.494,100.222,100.589,97.464,99.654
Index,2017-12-31,99.61,99.451,99.392,89.948,100.101,98.247,98.066,99.645,99.676,97.375,99.307
Index,2018-01-31,99.263,98.191,96.556,91.252,99.638,97.255,99.087,98.586,98.503,96.935,98.336
Index,2018-02-28,98.842,98.402,96.511,88.735,99.732,97.821,99.855,98.606,98.399,96.54,98.464
Index,2018-03-31,98.035,97.514,96.508,88.267,100.003,97.765,99.23,98.487,98.329,96.327,98.314
Index,2018-04-30,98.503,98.363,96.942,93.453,100.153,97.885,99.906,98.323,97.758,97.285,98.23
Index,2018-05-31,97.688,99.579,98.466,103.057,100.675,99.56,100.785,99.378,98.757,100.076,99.341
Index,2018-06-30,99.534,99.775,99.826,104.564,100.543,100.435,101.381,99.811,99.151,100.83,99.909
Index,2018-07-31,101.343,100.703,100.409,106.114,100.639,101.744,100.679,100.515,100.745,101.857,100.807
Index,2018-08-31,102.201,100.073,102.353,106.774,100.153,101.686,99.782,100.862,100.202,102.1,100.947
Index,2018-09-30,101.209,101.284,102.097,110.027,100.192,102.432,99.713,102.241,100.632,103.547,101.949
Index,2018-10-31,101.846,101.791,103.635,115.019,100.13,102.619,100.839,101.704,102.701,104.561,101.983
Index,2018-11-30,101.364,102.509,103.517,104.106,99.555,101.577,99.675,100.904,102.647,101.81,101.244
Index,2018-12-31,100.173,101.817,103.18,88.63,98.587,99.22,99.069,100.58,102.177,98.132,100.475
Index,2019-01-31,99.771,102.532,97.701,86.907,99.049,96.69,98.312,101.417,101.791,97.699,100.36
Index,2019-02-28,99.229,102.478,96.44,92.144,96.595,96.17,99.314,101.959,101.606,98.906,100.574
Index,2019-03-31,97.844,102.029,95.645,95.839,97.141,96.22,99.441,101.247,101.447,99.246,100.086
Index,2019-04-30,96.18,102.329,95.079,100.125,96.607,96.028,99.143,101.402,100.702,100.021,99.995
Index,2019-05-31,97.286,102.459,94.439,98.188,96.9,96.823,98.748,101.644,101.682,99.974,100.415
Index,2019-06-30,97.654,102.345,91.547,90.585,95.008,94.924,97.988,101.701,101.301,98.13,99.99
Index,2019-07-31,98.06,102.182,90.333,96.485,98.751,94.265,98.196,101.92,101.198,99.298,99.992
Index,2019-08-31,97.791,102.648,89.096,92.52,100.424,94.719,99.325,103.886,103.591,99.775,101.564
Index,2019-09-30,97.863,103.165,87.357,97.031,97.624,94.085,99.616,102.651,103.567,99.97,100.695
Index,2019-10-31,97.216,103.31,85.426,89.429,94.329,93.28,98.581,102.015,102.661,97.888,99.974
Index,2019-11-30,97.018,102.439,82.278,84.295,94.911,92.8,97.865,100.827,101.531,96.057,98.957
Index,2019-12-31,95.712,102.86,81.622,85.285,97.935,91.847,97.535,101.138,101.289,96.195,98.885
Index,2020-01-31,94.865,103.523,82.644,87.992,99.679,90.971,96.972,100.286,100.702,96.11,98.112
Index,2020-02-29,97.507,105.472,82.152,81.273,105.381,92.953,97.51,101.995,102.664,96.186,99.863
Index,2020-03-31,96.106,106.275,82.433,59.424,110.762,93.38,97.319,103.74,105.568,93.011,101.293
Index,2020-04-30,93.013,107.404,82.044,43.502,106.505,92.204,96.652,103.919,105.627,89.686,101.074
Index,2020-05-31,94.57,106.665,83.458,45.852,105.317,90.63,96.907,103.804,105.405,89.885,100.742
Index,2020-06-30,93.89,103.792,82.945,57.724,102.526,89.872,97.054,101.636,104.148,90.908,99.091
Index,2020-07-31,95.094,102.153,79.154,64.352,99.105,89.564,98.059,101.48,104.058,92.095,98.936
Index,2020-08-31,94.555,102.031,77.668,65.786,98.431,89.509,98.162,99.844,104.178,91.566,97.923
Index,2020-09-30,96.97,101.184,79.218,62.552,98.387,89.612,98.302,99.062,103.745,90.591,97.505
Index,2020-10-31,93.265,100.453,79.227,62.131,97.524,90.592,98.255,98.538,101.658,90.118,97.019
Index,2020-11-30,94.035,100.76,79.306,64.455,97.61,91.392,99.053,96.657,100.65,89.746,95.982
Index,2020-12-31,92.052,101.199,81.276,69.859,101.619,92.0,100.772,95.872,99.676,90.472,95.555
Index,2021-01-31,92.918,102.705,85.442,75.831,106.48,93.001,101.908,95.54,99.552,91.746,95.671
Index,2021-02-28,93.548,105.758,89.255,84.484,109.083,94.589,104.107,96.773,99.004,94.399,96.844
Index,2021-03-31,94.817,102.942,91.125,89.328,112.377,97.844,105.683,97.527,99.295,96.314,98.037
Index,2021-04-30,96.085,105.295,94.247,89.642,116.027,99.371,107.443,100.744,98.918,98.271,100.399
Index,2021-05-31,95.906,104.587,97.224,92.007,117.783,100.049,111.123,99.964,99.254,98.629,100.262
Index,2021-06-30,94.63,104.546,96.512,96.926,117.924,100.296,110.649,105.252,99.515,102.169,103.461
Index,2021-07-31,95.104,106.092,102.82,101.094,120.49,101.991,112.535,106.449,99.934,104.014,104.734
Index,2021-08-31,93.465,107.221,103.084,100.104,120.56,101.636,113.0,107.999,100.347,104.542,105.636
Index,2021-09-30,95.918,105.739,102.733,106.496,124.627,101.926,113.159,109.159,99.038,106.339,106.3
Index,2021-10-31,95.619,105.639,106.737,116.518,126.726,103.097,115.218,109.544,99.712,108.842,106.949
Index,2021-11-30,97.419,107.663,108.16,116.73,127.576,104.431,115.377,111.08,101.07,110.035,108.384
Index,2021-12-31,95.18,106.822,109.17,110.858,133.696,105.049,115.808,112.614,101.192,109.685,109.396
Index,2022-01-31,96.553,109.002,105.335,116.538,131.985,105.739,120.106,112.895,101.178,111.205,109.889
Index,2022-02-28,93.329,109.985,106.25,128.7,127.949,105.994,122.608,110.727,100.923,112.597,108.627
Index,2022-03-31,98.497,110.339,108.308,155.706,131.209,109.423,126.797,113.297,101.991,120.082,111.297
Index,2022-04-30,97.372,111.051,110.485,169.464,149.738,111.469,127.802,115.186,102.73,124.138,112.961
Index,2022-05-31,95.552,111.347,113.763,174.368,155.071,112.955,123.937,116.354,103.305,125.821,113.85
Index,2022-06-30,97.345,108.121,109.031,180.902,155.29,113.984,122.366,115.949,103.71,127.027,113.742
Index,2022-07-31,96.804,108.828,108.719,166.128,153.175,113.019,118.077,116.106,103.738,123.89,113.475
Index,2022-08-31,97.783,109.443,111.885,150.348,152.18,110.24,118.402,113.981,101.686,119.199,111.519
Index,2022-09-30,98.414,109.181,112.239,138.022,155.583,109.982,117.972,113.564,102.777,116.623,111.346
Index,2022-10-31,99.007,111.152,109.959,134.961,154.772,108.544,117.024,113.913,101.655,115.848,111.135
Index,2022-11-30,98.584,112.547,103.304,135.536,151.043,106.224,116.906,110.896,100.549,113.987,108.673
Index,2022-12-31,95.57,106.864,100.735,122.458,142.172,103.393,117.618,108.518,98.026,109.454,106.247
Index,2023-01-31,94.238,111.577,97.694,121.328,129.427,99.316,118.342,107.25,98.162,108.014,104.731
Index,2023-02-28,94.165,113.441,96.709,120.015,129.552,100.164,118.311,106.909,95.657,107.498,104.412
Index,2023-03-31,94.904,113.938,96.516,118.534,131.758,101.702,116.605,107.896,97.847,108.084,105.507
Index,2023-04-30,95.027,115.556,97.031,120.709,131.059,101.334,118.696,108.34,98.259,108.801,105.864
